"collegetown","saledate","revenue","tot_items","avg_price_peritem","perc.usable","perc.edible","perc.extracts"
FALSE,2015-05-15,777300.538501,26354,29.4945943120968,0.799157623131214,0.11501100402216,0.0840479623586552
FALSE,2015-05-16,811781.323854,29354,27.6548791937726,0.788171969748586,0.127682768958234,0.0817265108673435
FALSE,2015-05-17,562879.080997,21451,26.2402256769848,0.789054123350893,0.129178126893851,0.0794834739639178
FALSE,2015-05-18,774793.728798,17777,43.5840540472521,0.82038589188277,0.101591944647578,0.0761658322551612
FALSE,2015-05-19,730736.104012,19534,37.4084214196785,0.819443022422443,0.0993140165864646,0.0794000204771168
FALSE,2015-05-20,761035.788659,20897,36.4184231544719,0.817533617265636,0.103364119251567,0.0776666507154137
FALSE,2015-05-21,685739.189182,24424,28.0764489511137,0.797084834588929,0.119226989846053,0.0819685555191615
FALSE,2015-05-22,978205.263285,31440,31.1133989594466,0.793225190839695,0.124236641221374,0.0805025445292621
FALSE,2015-05-23,951980.695046,31766,29.9685416812315,0.782597746017755,0.130863187055342,0.0836428886230561
FALSE,2015-05-24,882106.846312,24421,36.1208323292248,0.784365914581712,0.135661930305884,0.0766143892551493
FALSE,2015-05-25,563969.471909,19481,28.949718798265,0.801550228427699,0.120219701247369,0.0755608028335301
FALSE,2015-05-26,510119.816803,19662,25.9444520803072,0.823364866239447,0.0977520089512766,0.0769504628216865
FALSE,2015-05-27,594632.753056,21346,27.8568702827696,0.824369905368687,0.0915393984821512,0.0813735594490771
FALSE,2015-05-28,626625.477206,21528,29.1074636383315,0.810247120029729,0.104654403567447,0.0829152731326644
FALSE,2015-05-29,756618.418121,28249,26.7839009565294,0.810825161952636,0.107791426245177,0.0791886438457998
FALSE,2015-05-30,826095.057932,30335,27.2324067226636,0.795714521180155,0.118806658974782,0.0830064282182298
FALSE,2015-05-31,681488.797483,23980,28.4190491027106,0.792952460383653,0.122977481234362,0.0800667222685571
FALSE,2015-06-01,1302375.88682,23379,55.7070827161127,0.809059412293084,0.100432011634373,0.0877710766072116
FALSE,2015-06-02,612071.904902,23203,26.3789986166444,0.818514847218032,0.0957634788604922,0.0829634099038917
FALSE,2015-06-03,669750.935022,23722,28.2333249735267,0.814391703903549,0.0961976224601636,0.0873450805159767
FALSE,2015-06-04,675710.170184,23729,28.4761334309916,0.811075055838847,0.101352775085339,0.0845800497281807
FALSE,2015-06-05,839725.01,29269,28.6899111688134,0.805562198913526,0.104786634323004,0.0862345826642523
FALSE,2015-06-06,882221.38,31502,28.0052498254079,0.791917973462002,0.118246460542188,0.0874865087930925
FALSE,2015-06-07,655092.98,22895,28.6129277134746,0.798558637257043,0.115920506660843,0.0822887093251802
FALSE,2015-06-08,534696.44,18862,28.3478125331354,0.814653801293606,0.0998303467288729,0.0831831194995229
FALSE,2015-06-09,605474.84,21205,28.5533996698892,0.82428672482905,0.093657156331054,0.0800282952133931
FALSE,2015-06-10,634266.96,22467,28.2310482040326,0.818889927449148,0.096319045711488,0.0816308363377398
FALSE,2015-06-11,680449.6,23573,28.8656344122513,0.805412972468502,0.108047342298392,0.0837822933016587
FALSE,2015-06-12,830071.365,28990,28.6330239737841,0.798999655053467,0.111486719558468,0.0869955156950673
FALSE,2015-06-13,895292.8175,32318,27.7026059007364,0.784609196113621,0.122470449904078,0.0897023330651649
FALSE,2015-06-14,705264.08,25121,28.0746817403766,0.799172007483778,0.120855061502329,0.0763106564229131
FALSE,2015-06-15,574083.2025,20356,28.2021616476714,0.815091373550796,0.0991353900569857,0.0832187070151307
FALSE,2015-06-16,672270.9775,23423,28.7013182555608,0.822012551765359,0.0897408530077275,0.0853861589036417
FALSE,2015-06-17,662090.7925,23651,27.9941986596761,0.804617140924274,0.104689019491776,0.087607289332375
FALSE,2015-06-18,673693.7985,24648,27.332594875852,0.80448717948718,0.103700097370983,0.0886075949367089
FALSE,2015-06-19,914272.408,31691,28.8495916190717,0.796977059733047,0.110693887854596,0.0893944653056073
FALSE,2015-06-20,948448.4045,34901,27.1753933841437,0.7842468697172,0.12268989427237,0.0907710380791381
